"","churned","CreationDatePeriods","Company_Number","total_products","total_transactions","total_revenue","total_usage","total_accounts"
"7150","No","2010 - 2014",332561,2,64,6736.76,234392,1
"7151","Yes","2010 - 2014",332571,1,9,74.96,420,1
"7152","No","2010 - 2014",332621,3,45,3849.74,11892,1
"7153","No","2010 - 2014",332626,1,36,328.78,2221,1
"7154","No","2010 - 2014",332666,3,85,14584.17,124266,1
"7155","No","2010 - 2014",332673,3,258,86066.4,3137305,1
"7156","No","2010 - 2014",332728,1,34,293.06,41855,1
"7157","No","2010 - 2014",332754,2,45,660.01,33589,1
"7158","No","2010 - 2014",332762,1,41,1389.25,31719,1
"7159","No","2010 - 2014",332777,2,76,6241.14,40093,2
"7160","No","2010 - 2014",332808,1,8,787.48,1170,1
"7161","No","2010 - 2014",332818,3,135,22069.39,414769,2
"7162","No","2010 - 2014",332827,2,78,5452.54,89226,1
"7163","No","2010 - 2014",332854,1,61,3155.96,13968,1
"7164","No","2010 - 2014",332917,1,85,16266.89,49751,1
"7165","No","2010 - 2014",332921,1,1,0.49,27,1
"7166","No","2010 - 2014",332928,5,352,446076.01,20536467,1
"7167","No","2010 - 2014",332932,1,24,879.19,755,1
"7168","No","2010 - 2014",332934,3,120,238784.68,425590,1
"7169","No","2010 - 2014",332952,1,6,868.77,5167,1
"7170","No","2010 - 2014",332953,1,21,1141.3,2193,1
"7171","No","2010 - 2014",333007,2,27,6177.53,92058,1
"7172","No","2010 - 2014",333029,1,6,133.01,168,1
"7173","No","2010 - 2014",333031,2,65,46341.66,235929,2
"7174","No","2010 - 2014",333061,2,79,23225.48,444711,1
"7175","No","2010 - 2014",333075,2,33,661.62,18749,1
"7176","No","2010 - 2014",333091,5,375,313229.97,4625201,1
"7177","No","2010 - 2014",333127,1,7,66.66,169,1
"7178","No","2010 - 2014",333164,1,1,1369.1,0,1
"7179","No","2010 - 2014",333167,3,38,2882.63,103424,1
"7180","No","2010 - 2014",333174,1,1,912.73,0,1
"7181","No","2010 - 2014",333185,1,43,6152.63,16296,1
"7182","No","2010 - 2014",333219,1,14,87.55,5,1
"7183","No","2010 - 2014",333239,1,24,560.03,9297,1
"7184","No","2010 - 2014",333241,2,114,103635.8,518858,6
"7185","No","2010 - 2014",333247,1,62,3211.28,146996,2
"7186","No","2010 - 2014",333248,1,54,7859.94,19235,1
"7187","No","2010 - 2014",333252,1,14,54.32,1977,1
"7188","No","2010 - 2014",333294,5,331,288763.17,3960229,2
"7189","No","2010 - 2014",333333,2,90,4464.36,16721,1
"7190","No","2010 - 2014",333335,2,114,13950.74,255620,1
"7191","No","2010 - 2014",333339,2,55,73619.38,1772383,1
"7192","No","2010 - 2014",333399,1,44,515.09,16714,1
"7193","No","2010 - 2014",333409,2,6,6189.05,71,1
"7194","No","2010 - 2014",333413,1,1,0.56,14,1
"7195","No","2010 - 2014",333428,3,99,5015.38,47635,1
"7196","No","2010 - 2014",333430,1,67,2756.78,40974,1
"7197","Yes","2010 - 2014",333431,1,33,4754.59,62917,1
"7198","No","2010 - 2014",333457,1,35,174.35,4446,1
"7199","No","2010 - 2014",333459,1,38,6955.28,30761,1
"7200","No","2010 - 2014",333480,1,17,496.44,13449,1
"7201","No","2010 - 2014",333484,1,20,157,8779,1
"7202","Yes","2010 - 2014",333487,1,1,20.22,0,1
"7203","No","2010 - 2014",333488,3,97,17466.51,232151,11
"7204","No","2010 - 2014",333490,2,57,2638.4,34590,1
"7205","No","2010 - 2014",333491,3,207,597680.43,10460883,3
"7206","No","2010 - 2014",333492,2,70,4336.65,53003,2
"7207","No","2010 - 2014",333494,2,48,630.62,3695,3
"7208","No","2010 - 2014",333496,2,72,1803.11,39116,1
"7209","No","2010 - 2014",333499,1,3,2.45,26,1
"7210","No","2010 - 2014",333553,3,61,21666.57,3020,1
"7211","No","2010 - 2014",333561,1,21,196.39,240,1
"7212","No","2010 - 2014",333567,2,68,455.23,6201,1
"7213","No","2010 - 2014",333572,1,66,2309.67,10961,1
"7214","Yes","2010 - 2014",333575,1,14,49.11,348,1
"7215","No","2010 - 2014",333617,1,7,6.73,215,1
"7216","No","2010 - 2014",333621,3,29,9662.67,37279,1
"7217","No","2010 - 2014",333625,1,9,64.67,2094,1
"7218","No","2010 - 2014",333628,2,140,31308.65,50546,1
"7219","No","2010 - 2014",333629,1,57,3053.77,103755,1
"7220","No","2010 - 2014",333676,4,189,140041.43,5934304,1
"7221","No","2010 - 2014",333682,1,17,2592.45,86415,1
"7222","No","2010 - 2014",333716,1,4,2028.73,6076,1
"7223","No","2010 - 2014",333721,2,49,1680.29,53460,1
"7224","No","2010 - 2014",333738,2,149,183687.96,8667007,1
"7225","No","2010 - 2014",333743,3,195,174675.4,10109696,1
"7226","Yes","2010 - 2014",333777,1,1,2.66,0,1
"7227","No","2010 - 2014",333778,1,33,781.72,6669,1
"7228","No","2010 - 2014",333801,1,53,810.31,8366,1
"7229","No","2010 - 2014",333813,1,15,118.64,16127,5
"7230","No","2010 - 2014",333814,2,183,48003.24,242617,1
"7231","No","2010 - 2014",333822,1,4,2.61,380,1
"7232","No","2010 - 2014",333832,3,137,41282.7,362427,1
"7233","No","2010 - 2014",333835,1,20,462.19,1877,1
"7234","No","2010 - 2014",333840,1,97,16230.96,166330,1
"7235","No","2010 - 2014",333924,1,2,14.71,103,1
"7236","No","2010 - 2014",333932,2,130,37330.42,45533,1
"7237","No","2010 - 2014",333942,1,75,3000.39,45139,1
"7238","Yes","2010 - 2014",333945,1,3,445.48,926,1
"7239","No","2010 - 2014",333956,2,53,2652.39,73256,1
"7240","No","2010 - 2014",333964,1,16,59.47,8330,1
"7241","Yes","2010 - 2014",333971,2,23,519.08,2470,5
"7242","No","2010 - 2014",334018,3,45,1507.41,54900,5
"7243","No","2010 - 2014",334019,4,136,16986.93,694422,51
"7244","No","2010 - 2014",334021,3,111,11182.88,515304,8
"7245","No","2010 - 2014",334024,6,509,553283.91,18747651,1076
"7246","No","2010 - 2014",334036,1,8,45.07,3421,2
"7247","No","2010 - 2014",334050,4,152,69196.04,1407847,113
"7248","No","2010 - 2014",334068,1,69,5713.26,100902,1
"7249","No","2010 - 2014",334069,2,83,4535.94,31693,1
"7250","No","2010 - 2014",334073,1,60,1214.88,9183,1
"7251","No","2010 - 2014",334083,5,231,186788.2,897003,1
"7252","No","2010 - 2014",334106,2,156,6237.85,162324,1
"7253","No","2010 - 2014",334108,3,187,27559.89,1005899,5
"7254","No","2010 - 2014",334137,2,135,23657.84,45113,2
"7255","Yes","2010 - 2014",334151,2,16,1372.76,16795,1
"7256","No","2010 - 2014",334158,2,3,16.12,48,1
"7257","No","2010 - 2014",334160,1,64,4317.26,65688,1
"7258","No","2010 - 2014",334183,1,31,2271.51,4530,1
"7259","No","2010 - 2014",334212,4,51,10533.9,26492,3
"7260","No","2010 - 2014",334215,2,11,132.54,541,1
"7261","No","2010 - 2014",334293,1,4,15.33,313,1
"7262","No","2010 - 2014",334302,2,63,11028.41,76452,1
"7263","No","2010 - 2014",334332,3,142,362368.17,5622272,1
"7264","No","2010 - 2014",334351,1,4,6.29,881,1
"7265","No","2010 - 2014",334367,1,12,24.12,3279,1
"7266","No","2010 - 2014",334384,1,42,2918.19,14608,1
"7267","No","2010 - 2014",334386,1,51,2817.78,42389,1
"7268","No","2010 - 2014",334406,1,2,6.94,81,1
"7269","No","2010 - 2014",334449,6,499,655562.88,24512873,2
"7270","Yes","2010 - 2014",334488,3,10,1313.14,302,1
"7271","No","2010 - 2014",334565,8,300,816117.03,21704350,2
"7272","No","2010 - 2014",334724,1,28,88.72,2218,1
"7273","No","2010 - 2014",334728,1,15,167.12,1329,1
"7274","No","2010 - 2014",334786,1,34,537.69,20588,1
"7275","No","2010 - 2014",334803,4,228,232575.51,2659848,9
"7276","No","2010 - 2014",334861,4,83,10147.77,437405,26
"7277","No","2010 - 2014",334862,7,399,578087.68,26267925,724
"7278","No","2010 - 2014",334863,5,180,93807.11,4178887,1
"7279","Yes","2010 - 2014",334929,1,17,1819,0,1
"7280","No","2010 - 2014",334946,1,55,2297.03,16216,1
"7281","No","2010 - 2014",334968,2,36,1884.29,100,4
"7282","No","2010 - 2014",334969,1,44,1104.77,9648,1
"7283","No","2010 - 2014",334972,2,109,13659.15,300791,1
"7284","No","2010 - 2014",334988,1,63,919.62,6136,1
"7285","Yes","2010 - 2014",335010,1,13,177.33,2480,1
"7286","No","2010 - 2014",335012,2,111,65565.19,537800,1
"7287","No","2010 - 2014",335030,2,25,1316.28,891,1
"7288","No","2010 - 2014",335031,1,38,3095.38,187197,15
"7289","No","2010 - 2014",335035,1,44,719.48,6502,1
"7290","Yes","2010 - 2014",335046,1,22,192.35,2510,1
"7291","No","2010 - 2014",335051,2,74,24030.22,304687,22
"7292","Yes","2010 - 2014",335104,1,23,2317.49,11468,1
"7293","No","2010 - 2014",335112,1,21,524.77,29585,1
"7294","No","2010 - 2014",335113,1,90,10990.45,218300,13
"7295","No","2010 - 2014",335119,1,8,1.99,42,1
"7296","No","2010 - 2014",335144,1,15,209.9,357,1
"7297","No","2010 - 2014",335160,1,34,898.9,10205,1
"7298","No","2010 - 2014",335185,1,36,496.74,3491,1
"7299","No","2010 - 2014",335192,1,54,3637.16,70710,20
"7300","No","2010 - 2014",335210,1,20,191.22,3187,1
"7301","No","2010 - 2014",335236,1,51,3869.12,19486,1
"7302","No","2010 - 2014",335264,1,3,39.52,1008,1
"7303","No","2010 - 2014",335265,3,96,32818.48,245997,1
"7304","No","2010 - 2014",335279,1,5,32.05,179,1
"7305","Yes","2010 - 2014",335302,1,92,10424.86,89870,1
"7306","No","2010 - 2014",335303,2,147,237925.73,2403189,1
"7307","No","2010 - 2014",335318,2,111,9065.16,252733,2
"7308","No","2010 - 2014",335323,2,152,11382.95,369434,1
"7309","No","2010 - 2014",335351,2,27,115.34,16294,1
"7310","No","2010 - 2014",335353,1,31,253.34,1460,1
"7311","No","2010 - 2014",335356,2,32,598.62,8169,1
"7312","No","2010 - 2014",335382,1,17,144.84,0,1
"7313","No","2010 - 2014",335426,1,24,447.96,32068,1
"7314","Yes","2010 - 2014",335450,2,12,1666.11,303,2
"7315","No","2010 - 2014",335452,1,22,143.36,7584,1
"7316","Yes","2010 - 2014",335489,1,7,3.09,76,1
"7317","No","2010 - 2014",335532,1,11,89.35,1030,1
"7318","No","2010 - 2014",335574,1,14,132.38,1967,3
"7319","No","2010 - 2014",335579,2,35,4066.83,75299,1
"7320","No","2010 - 2014",335647,1,9,487.85,19,1
"7321","No","2010 - 2014",335655,3,57,22702.31,227145,1
"7322","No","2010 - 2014",335659,1,2,1.35,2,1
"7323","No","2010 - 2014",335674,1,49,8323.05,61551,1
"7324","Yes","2010 - 2014",335743,1,1,-6.39,0,1
"7325","No","2010 - 2014",335782,1,78,7767.14,91197,1
"7326","No","2010 - 2014",335784,1,47,2140.7,16839,1
"7327","No","2010 - 2014",335803,1,17,86.48,247,1
"7328","No","2010 - 2014",335820,5,190,118578.61,2537676,1
"7329","No","2010 - 2014",335823,1,54,7038.6,73776,1
"7330","Yes","2010 - 2014",335839,1,56,2544.13,79237,1
"7331","No","2010 - 2014",335852,2,122,58932.31,760522,2
"7332","No","2010 - 2014",335853,2,69,3231.14,39379,1
"7333","No","2010 - 2014",335872,1,34,450.48,11765,1
"7334","No","2010 - 2014",335885,3,98,17849.62,443424,1
"7335","No","2010 - 2014",335908,1,31,33583.36,41841,1
"7336","No","2010 - 2014",335927,3,124,75109.4,1607608,78
"7337","No","2010 - 2014",335952,1,47,902.03,5257,1
"7338","No","2010 - 2014",335973,1,36,652.62,7912,1
"7339","No","2010 - 2014",336006,1,47,3183.16,5451,1
"7340","No","2010 - 2014",336009,1,53,5153.69,178175,1
"7341","No","2010 - 2014",336016,1,7,200.94,710,1
"7342","No","2010 - 2014",336029,2,77,3173.96,68770,1
"7343","No","2010 - 2014",336034,1,38,1197.06,18886,1
"7344","Yes","2010 - 2014",336049,1,18,858.65,20151,1
"7345","No","2010 - 2014",336060,2,355,681040.05,3861268,5
"7346","No","2010 - 2014",336086,2,79,9168.81,136944,1
"7347","No","2010 - 2014",336090,3,107,38292.13,855486,16
"7348","Yes","2010 - 2014",336092,1,17,851.25,5401,1
"7349","No","2010 - 2014",337051,1,1,6.53,86,1
"7350","No","2010 - 2014",337054,2,35,598.03,10498,1
"7351","No","2010 - 2014",337071,2,106,19638.26,254437,1
"7352","Yes","2010 - 2014",337093,2,10,11287.4,0,1
"7353","No","2010 - 2014",337119,3,67,23777.91,536739,2
"7354","No","2010 - 2014",337150,1,42,4057.71,64757,1
"7355","No","2010 - 2014",337158,1,1,0,6,1
"7356","No","2010 - 2014",337211,2,51,2488.03,16442,1
"7357","No","2010 - 2014",337224,2,76,13712,127594,1
"7358","No","2010 - 2014",337250,1,65,7081.09,30874,1
"7359","No","2010 - 2014",337253,1,18,900.55,13206,1
"7360","No","2010 - 2014",337257,7,437,2157321.33,29362148,12
"7361","No","2010 - 2014",337282,1,8,154.15,606,1
"7362","No","2010 - 2014",337303,1,39,4231.59,34101,1
"7363","No","2010 - 2014",337335,2,24,1586.21,11691,1
"7364","No","2010 - 2014",337336,3,198,139223.15,655642,1
"7365","No","2010 - 2014",337381,1,4,38.96,258,1
"7366","No","2010 - 2014",337421,1,2,0,13,1
"7367","Yes","2010 - 2014",337452,2,91,40663.15,73895,1
"7368","No","2010 - 2014",337498,2,55,770.72,14877,1
"7369","No","2010 - 2014",337499,2,87,25902.33,350030,1
"7370","No","2010 - 2014",337537,1,20,2909.49,93754,1
"7371","No","2010 - 2014",337538,1,67,9924.79,49629,1
"7372","No","2010 - 2014",337541,1,2,0.18,2,1
"7373","No","2010 - 2014",337545,2,78,48567.27,681902,1
"7374","No","2010 - 2014",337547,2,24,1964.92,50612,1
"7375","No","2010 - 2014",337577,2,87,21698.81,642761,1
"7376","No","2010 - 2014",337578,1,2,54.77,650,1
"7377","No","2010 - 2014",337597,2,115,9697.71,53871,1
"7378","No","2010 - 2014",337657,1,6,44.5,332,1
"7379","No","2010 - 2014",337682,1,42,2257.28,17455,1
"7380","No","2010 - 2014",337721,1,37,1580.21,8727,1
"7381","No","2010 - 2014",337758,2,118,11560.62,333456,1
"7382","No","2010 - 2014",337813,1,41,2033.23,11710,1
"7383","No","2010 - 2014",337822,3,53,9292.24,444493,1
"7384","No","2010 - 2014",337892,1,54,1027.77,15243,1
"7385","No","2010 - 2014",337968,1,47,16854.78,210924,1
"7386","No","2010 - 2014",337982,2,30,1045.56,13500,1
"7387","No","2010 - 2014",337983,3,57,1624.75,27021,1
"7388","No","2010 - 2014",337985,1,11,260.44,0,1
"7389","No","2010 - 2014",337986,2,16,142.42,2971,1
"7390","No","2010 - 2014",337994,3,156,196872.77,2981182,9
"7391","No","2010 - 2014",337996,2,2,6.14,5,1
"7392","No","2010 - 2014",338008,3,65,1236.79,21267,1
"7393","No","2010 - 2014",338013,2,41,312.86,3945,1
"7394","No","2010 - 2014",338054,1,3,12.1,668,1
"7395","No","2010 - 2014",338061,2,12,56.33,992,1
"7396","No","2010 - 2014",338064,3,88,17415.96,224533,1
"7397","No","2010 - 2014",338065,4,220,231935.81,4797765,4
"7398","No","2010 - 2014",338068,2,76,12318.13,222790,2
"7399","No","2010 - 2014",338073,4,127,210365.49,3006283,3
"7400","No","2010 - 2014",338075,3,190,166701.99,3087185,6
"7401","No","2010 - 2014",338076,2,55,1517.12,22812,1
"7402","No","2010 - 2014",338079,3,59,1102.81,8272,1
"7403","No","2010 - 2014",338088,1,34,505.56,5632,1
"7404","No","2010 - 2014",338095,1,7,13.09,33,1
"7405","No","2010 - 2014",338110,1,10,63.9,0,1
"7406","No","2010 - 2014",338114,3,60,7955.27,63029,1
"7407","No","2010 - 2014",338123,2,33,16082.76,296015,4
"7408","No","2010 - 2014",338159,2,51,2121.02,17892,1
"7409","No","2010 - 2014",338163,1,7,405.29,2633,1
"7410","No","2010 - 2014",338200,2,51,486580.5,859,4
"7411","No","2010 - 2014",338202,2,5,100,12,1
"7412","No","2010 - 2014",338213,3,248,174178.49,10636097,7
"7413","Yes","2010 - 2014",338217,1,2,4.26,0,1
"7414","No","2010 - 2014",338218,1,15,208.67,4133,1
"7415","No","2010 - 2014",338235,1,43,372.24,5664,1
"7416","No","2010 - 2014",338243,1,2,2417.8,0,1
"7417","No","2010 - 2014",338250,3,116,23984.37,123717,3
"7418","No","2010 - 2014",338254,1,27,644.68,5801,1
"7419","No","2010 - 2014",338259,1,43,1098.91,3533,1
"7420","No","2010 - 2014",338291,1,3,0,6,2
"7421","No","2010 - 2014",338295,1,2,10.58,62,1
"7422","No","2010 - 2014",338313,2,19,1306.34,19910,1
"7423","No","2010 - 2014",338315,1,10,696.74,351,1
"7424","No","2010 - 2014",338328,2,11,6.21,198,1
"7425","No","2010 - 2014",338373,1,52,2462.57,17567,1
"7426","No","2010 - 2014",338376,1,52,3143.03,78515,1
"7427","No","2010 - 2014",338423,1,13,249.94,1308,1
"7428","No","2010 - 2014",338425,1,47,4117.71,31874,1
"7429","No","2010 - 2014",338430,1,4,3.52,471,1
"7430","No","2010 - 2014",338441,1,2,0,7,1
"7431","No","2010 - 2014",338453,1,15,218.74,3975,1
"7432","Yes","2010 - 2014",338475,1,43,4308.01,20098,1
"7433","No","2010 - 2014",338507,4,188,56086.92,661597,1
"7434","No","2010 - 2014",338532,1,7,278.95,870,1
"7435","No","2010 - 2014",338535,1,55,2085.44,59506,15
"7436","Yes","2010 - 2014",338575,2,33,4640.57,68147,2
"7437","No","2010 - 2014",338600,1,99,7114.87,13610,1
"7438","No","2010 - 2014",338609,1,52,7432.96,106368,1
"7439","No","2010 - 2014",338615,2,93,82139.07,1373899,1
"7440","No","2010 - 2014",338625,1,7,124.5,2006,1
"7441","No","2010 - 2014",338668,1,60,1302.91,7118,1
"7442","No","2010 - 2014",338670,2,7,1390.42,605,4
"7443","No","2010 - 2014",338774,1,18,71.57,10031,1
"7444","No","2010 - 2014",338793,1,21,2443.64,5164,1
"7445","Yes","2010 - 2014",338812,2,31,1373.12,7942,1
"7446","No","2010 - 2014",338826,1,5,58.27,7678,1
"7447","No","2010 - 2014",338851,1,34,1765.2,35169,1
"7448","No","2010 - 2014",338873,1,21,3714.93,6972,1
"7449","No","2010 - 2014",338922,1,66,7158.17,29798,1
"7450","No","2010 - 2014",338930,2,32,601.98,29933,1
"7451","No","2010 - 2014",338931,1,64,21813.15,0,3
"7452","No","2010 - 2014",338932,1,97,41422.84,148107,1
"7453","No","2010 - 2014",338950,2,3,6.32,3,1
"7454","No","2010 - 2014",338969,1,16,58.1,233,1
"7455","No","2010 - 2014",338997,1,41,486.99,2642,1
"7456","No","2010 - 2014",339003,1,31,1413.86,2316,1
"7457","Yes","2010 - 2014",339032,3,17,643.96,0,1
"7458","No","2010 - 2014",339046,1,100,22264.89,213674,1
"7459","No","2010 - 2014",339062,1,3,7.3,40,1
"7460","No","2010 - 2014",339072,7,461,600806.53,6280847,2
"7461","No","2010 - 2014",339078,2,54,3734.74,109751,1
"7462","No","2010 - 2014",339083,1,49,4309.94,57826,1
"7463","No","2010 - 2014",339084,1,6,105.89,114,1
"7464","No","2010 - 2014",339130,1,2,3.51,15,1
"7465","No","2010 - 2014",339132,2,74,16282.64,119264,1
"7466","No","2010 - 2014",339139,2,99,10617.56,83979,1
"7467","No","2010 - 2014",339146,1,18,137.98,2020,1
"7468","Yes","2010 - 2014",339151,1,21,5950.7,91390,1
"7469","No","2010 - 2014",339156,2,19,200.37,5726,1
"7470","No","2010 - 2014",339159,1,21,186.63,1809,1
"7471","No","2010 - 2014",339219,2,95,91439.88,638394,1
"7472","No","2010 - 2014",339227,3,68,4280.61,47436,1
"7473","Yes","2010 - 2014",339249,2,13,8551.95,17151,1
"7474","No","2010 - 2014",339260,2,71,14019.41,119737,1
"7475","No","2010 - 2014",339274,1,24,46.7,6601,1
"7476","No","2010 - 2014",339320,2,88,1124.89,22238,1
"7477","No","2010 - 2014",339322,1,69,2892.36,38490,2
"7478","No","2010 - 2014",339356,1,8,356.23,1215,1
"7479","No","2010 - 2014",339362,1,1,0.2,2,1
"7480","No","2010 - 2014",339387,1,7,382.93,1397,1
"7481","No","2010 - 2014",339427,1,20,759.55,6586,1
"7482","No","2010 - 2014",339460,1,1,0.01,1,1
"7483","No","2010 - 2014",339502,1,21,257.49,1102,1
"7484","No","2010 - 2014",339511,1,45,758.3,29324,2
"7485","No","2010 - 2014",339517,4,184,359864.45,367019,1
"7486","No","2010 - 2014",339545,2,56,3326.44,54374,1
"7487","No","2010 - 2014",339556,1,17,478.34,2682,1
"7488","No","2010 - 2014",339577,1,6,22.31,418,1
"7489","No","2010 - 2014",339625,2,10,157.73,1418,1
"7490","No","2010 - 2014",339647,2,41,3120.21,40310,1
"7491","No","2010 - 2014",339683,1,12,164.08,1107,1
"7492","No","2010 - 2014",339688,1,1,342.4,0,1
"7493","No","2010 - 2014",339693,1,55,5313.28,84119,1
"7494","No","2010 - 2014",339710,2,41,222.3,31697,2
"7495","No","2010 - 2014",339723,4,129,49498.69,545846,3
"7496","No","2010 - 2014",339724,1,165,83971.2,175677,1
"7497","No","2010 - 2014",339747,1,23,616.63,8328,1
"7498","No","2010 - 2014",339797,1,5,20.72,408,1
"7499","No","2010 - 2014",339801,1,4,25.64,0,1
"7500","No","2010 - 2014",339804,1,24,336.51,2807,1
"7501","No","2010 - 2014",339814,1,17,398.31,0,1
"7502","No","2010 - 2014",339815,5,467,160280.69,7584728,1
"7503","No","2010 - 2014",339819,2,35,1486.9,212204,2
"7504","No","2010 - 2014",339865,1,42,4230.89,4464,1
"7505","No","2010 - 2014",339866,1,23,1901.63,21254,2
"7506","No","2005 - 2009",341767,1,15,180.8,486,1
"7507","No","2005 - 2009",341773,1,68,6221.53,11103,1
"7508","Yes","2005 - 2009",341775,1,9,19.17,0,1
"7509","No","2005 - 2009",341789,4,175,262222.46,2206594,1
"7510","No","2005 - 2009",341790,2,2,0.06,17,1
"7511","No","2000 - 2004",341807,1,13,414.47,3574,1
"7512","No","2000 - 2004",341810,1,33,1499.77,9383,1
"7513","No","2005 - 2009",341826,1,5,46.16,577,1
"7514","No","2005 - 2009",341827,1,36,1566.36,5368,1
"7515","No","2005 - 2009",341828,1,34,882.47,8677,1
"7516","No","2005 - 2009",341838,1,20,275.73,3839,1
"7517","No","2005 - 2009",341840,1,2,18.47,209,1
"7518","Yes","2005 - 2009",341841,1,4,5.07,130,1
"7519","No","2005 - 2009",341842,1,4,9.09,154,1
"7520","Yes","2005 - 2009",341844,1,6,294.77,3213,1
"7521","No","2005 - 2009",341846,1,40,2885.99,28153,1
"7522","No","2005 - 2009",341847,1,20,465.33,7543,1
"7523","No","2005 - 2009",341851,1,34,3137.57,63508,1
"7524","No","2005 - 2009",341854,1,36,3218.31,48239,1
"7525","No","2005 - 2009",341856,1,35,983.13,10420,1
"7526","No","2005 - 2009",341858,1,28,277.64,3348,1
"7527","Yes","2005 - 2009",341861,1,19,2477.07,33501,1
"7528","No","2005 - 2009",341867,1,34,675.62,8244,1
"7529","No","2000 - 2004",341873,1,20,88.04,2201,1
"7530","No","2000 - 2004",341885,1,27,487.56,5324,1
"7531","No","2000 - 2004",341886,1,2,13.79,187,1
"7532","Yes","2000 - 2004",341949,1,13,108.63,0,1
"7533","No","2000 - 2004",341952,1,79,10315.76,82383,1
"7534","No","2000 - 2004",341960,1,4,-21.3,0,1
"7535","No","2000 - 2004",341966,1,16,278.41,1592,1
"7536","No","2000 - 2004",341986,1,35,1837.89,4903,1
"7537","No","2000 - 2004",341988,2,88,36885.61,484360,3
"7538","No","2000 - 2004",341993,2,75,19186.52,268906,10
"7539","No","2000 - 2004",342002,1,27,468.91,1611,1
"7540","No","2000 - 2004",342028,1,7,361.79,916,1
"7541","No","2000 - 2004",342032,1,34,1229.64,2863,2
"7542","No","2005 - 2009",342069,1,13,2069.43,6794,1
"7543","No","2005 - 2009",342078,1,34,1031.68,6448,1
"7544","No","2005 - 2009",342080,1,36,650.96,5715,1
"7545","No","2005 - 2009",342085,1,24,648,5330,1
"7546","No","2005 - 2009",342090,1,35,668.78,8211,1
"7547","No","2005 - 2009",342092,1,7,60.48,1860,1
"7548","No","2005 - 2009",342097,2,20,546.28,4329,1
"7549","No","2005 - 2009",342099,1,22,361.4,1807,1
"7550","No","2005 - 2009",342102,1,34,810.32,10129,1
"7551","No","2005 - 2009",342106,1,34,746.4,18030,1
"7552","No","2005 - 2009",342125,1,5,-2.78e-17,5,1
"7553","No","2005 - 2009",342126,1,16,1205.4,6027,1
"7554","No","2000 - 2004",342128,1,12,560.46,2304,1
"7555","No","2000 - 2004",342132,1,40,1409.82,25953,1
"7556","No","2000 - 2004",342197,1,21,2999.26,35828,1
"7557","No","2000 - 2004",342207,1,112,22693.17,142480,2
"7558","No","2000 - 2004",342217,1,12,127.53,1088,1
"7559","No","2000 - 2004",342220,1,26,991.3,2678,1
"7560","No","2000 - 2004",342221,1,17,72.42,0,1
"7561","No","2000 - 2004",342229,1,108,47714.73,121642,1
"7562","No","2000 - 2004",342238,1,11,475.36,1762,1
"7563","Yes","2000 - 2004",342242,2,63,34638.18,305456,1
"7564","Yes","2000 - 2004",342253,1,43,5874.09,23103,1
"7565","No","2005 - 2009",342263,1,1,-26.75,0,1
"7566","No","2005 - 2009",342266,1,41,2766.29,17000,1
