"","churned","CreationDatePeriods","Company_Number","total_products","total_transactions","total_revenue","total_usage","total_accounts"
"9507","No","2010 - 2014",386303,3,138,10028.86,297082,1
"9508","No","2010 - 2014",386328,1,29,156.03,3238,1
"9509","No","2010 - 2014",386346,2,50,3804.83,86239,1
"9510","No","2010 - 2014",386351,1,33,1065.72,23889,1
"9511","No","2010 - 2014",386354,1,44,1109.6,15243,1
"9512","No","2010 - 2014",386355,2,58,7603.1,194023,1
"9513","Yes","2010 - 2014",386357,1,5,29.79,790,1
"9514","No","2010 - 2014",386359,5,336,79908.08,2165915,1
"9515","No","2010 - 2014",386443,1,34,772.49,107265,1
"9516","No","2010 - 2014",386448,2,62,2796.44,9709,2
"9517","No","2010 - 2014",386449,2,70,7266.52,222646,1
"9518","No","2010 - 2014",386453,2,17,367.05,1170,1
"9519","No","2010 - 2014",386500,3,106,37422.5,2233008,2
"9520","No","2010 - 2014",386514,2,10,34.03,969,1
"9521","No","2010 - 2014",386549,1,65,1777.7,30607,1
"9522","No","2010 - 2014",386592,1,6,1129.04,0,1
"9523","No","2010 - 2014",386670,1,33,1124.41,1762,1
"9524","No","2010 - 2014",386681,3,22,9477.85,31770,1
"9525","No","2010 - 2014",386684,1,4,165.47,5909,1
"9526","No","2010 - 2014",386687,1,51,1579.23,3406,1
"9527","Yes","2010 - 2014",386734,1,16,201.52,3508,1
"9528","Yes","2010 - 2014",386764,2,31,4089.64,28350,1
"9529","No","2010 - 2014",386816,3,60,20001.44,103683,1
"9530","No","2010 - 2014",386860,1,38,484.81,6738,1
"9531","Yes","2010 - 2014",386876,2,35,4749.06,16519,1
"9532","No","2010 - 2014",386883,2,79,9047.79,75757,1
"9533","No","2010 - 2014",386919,1,3,1.89,6,1
"9534","Yes","2010 - 2014",386946,2,47,589.16,24320,1
"9535","No","2010 - 2014",386949,3,99,12301.34,602699,1
"9536","No","2010 - 2014",386962,3,108,43759.91,218483,14
"9537","No","2010 - 2014",386971,2,44,703.62,21970,3
"9538","No","2010 - 2014",387003,1,34,18.38,2549,1
"9539","No","2010 - 2014",387020,4,637,3750366.95,62396299,3
"9540","No","2010 - 2014",387032,4,144,108601.1,802016,70
"9541","No","2010 - 2014",387038,4,144,21814.87,466337,2
"9542","No","2010 - 2014",387075,2,41,1623.55,6465,1
"9543","No","2010 - 2014",387076,2,35,909.32,19377,1
"9544","No","2010 - 2014",387088,1,39,1400.18,31946,1
"9545","No","2010 - 2014",387131,1,2,0.06,10,1
"9546","No","2010 - 2014",387139,1,54,989.25,7925,1
"9547","No","2010 - 2014",387141,3,110,15787.67,53217,1
"9548","Yes","2010 - 2014",387176,1,49,1057.44,5403,1
"9549","Yes","2010 - 2014",387361,1,4,8.52,0,1
"9550","No","2010 - 2014",387400,1,65,6038.81,168571,1
"9551","No","2010 - 2014",387456,1,21,1177.48,8585,1
"9552","No","2010 - 2014",387494,1,40,2379.13,12903,2
"9553","No","2010 - 2014",387496,4,149,52137.43,701467,1
"9554","No","2010 - 2014",387504,1,21,920.85,16579,1
"9555","No","2010 - 2014",387541,2,47,1551.28,63043,1
"9556","No","2010 - 2014",387577,1,68,2957.83,28569,1
"9557","No","2010 - 2014",387590,1,36,3170.63,69236,1
"9558","No","2010 - 2014",387592,1,8,6.36,878,1
"9559","No","2010 - 2014",387640,1,17,612.78,88066,1
"9560","No","2010 - 2014",387655,2,94,38448.88,1324895,1
"9561","Yes","2010 - 2014",387700,1,16,2326.83,22040,1
"9562","Yes","2010 - 2014",387706,3,87,128593.15,686231,1
"9563","No","2010 - 2014",387721,3,311,248615.88,12537404,1
"9564","No","2010 - 2014",387747,3,195,34204.26,53406,2
"9565","No","2010 - 2014",387804,1,32,338.17,8036,1
"9566","No","2010 - 2014",387808,2,3,12.55,34,1
"9567","No","2010 - 2014",387833,3,215,40812.83,688812,1
"9568","No","2010 - 2014",387835,2,31,3660.59,17057,1
"9569","Yes","2010 - 2014",387867,1,3,17.52,0,1
"9570","No","2010 - 2014",387876,2,220,130911.67,831361,1
"9571","No","2010 - 2014",387903,1,54,3076.66,25104,7
"9572","Yes","2010 - 2014",387925,2,98,1447.35,114412,1
"9573","No","2010 - 2014",387964,2,38,5103.51,58713,1
"9574","No","2010 - 2014",387988,1,37,11151.05,362722,1
"9575","No","2010 - 2014",388014,2,71,4200.34,72365,1
"9576","No","2010 - 2014",388016,1,32,8146.21,74386,1
"9577","No","2010 - 2014",388017,2,57,21918.29,333170,1
"9578","No","2010 - 2014",388018,1,1,0.84,6,1
"9579","No","2010 - 2014",388111,1,12,66.67,1552,2
"9580","Yes","2010 - 2014",388140,2,41,680.47,18152,1
"9581","No","2010 - 2014",388145,1,48,819.02,15855,1
"9582","Yes","2010 - 2014",388171,1,14,343.03,7987,1
"9583","No","2010 - 2014",388217,1,18,174.35,25456,1
"9584","No","2010 - 2014",388218,1,32,77.22,10858,1
"9585","No","2010 - 2014",388257,1,12,185.4,207,1
"9586","No","2010 - 2014",388266,8,644,1331536.32,18215117,3
"9587","No","2010 - 2014",388268,3,34,5779.56,210157,4
"9588","No","2010 - 2014",388279,1,14,586.36,25351,1.70087613981261
"9589","No","2010 - 2014",388292,1,15,42.98,53,1
"9590","No","2010 - 2014",388314,1,17,2457.33,62687,1
"9591","Yes","2010 - 2014",388361,1,8,715.88,158,1
"9592","No","2010 - 2014",388363,1,10,265.39,619,1
"9593","No","2010 - 2014",388364,1,38,1991.17,8872,1
"9594","No","2010 - 2014",388366,1,74,2629.36,23607,1
"9595","No","2010 - 2014",388367,4,98,80017.81,907725,1
"9596","No","2010 - 2014",388414,1,53,6870.72,76075,1
"9597","No","2010 - 2014",388472,4,194,144121.06,1886791,1
"9598","No","2010 - 2014",388483,1,41,1044.77,32767,1
"9599","No","2010 - 2014",388484,1,19,123.94,3241,2
"9600","No","2010 - 2014",388518,1,3,220.37,1070,1
"9601","No","2010 - 2014",388550,1,34,94.87,13498,1
"9602","No","2010 - 2014",388572,6,396,927276.08,5598253,1
"9603","No","2010 - 2014",388575,1,25,983.91,7513,1
"9604","No","2010 - 2014",388593,2,28,182.68,5461,1
"9605","No","2010 - 2014",388618,4,162,13515.38,352290,1
"9606","No","2010 - 2014",388624,1,12,424.97,0,1
"9607","Yes","2010 - 2014",388628,2,38,642.09,5952,1
"9608","No","2010 - 2014",388634,1,15,1064.85,32771,1
"9609","No","2010 - 2014",388680,3,101,20576.37,144574,1
"9610","No","2010 - 2014",388690,2,3,6.4,7,1
"9611","No","2010 - 2014",388696,1,34,3024.6,107258,1
"9612","No","2010 - 2014",388698,2,95,25357.14,233863,1
"9613","No","2010 - 2014",388699,4,132,16781.53,170905,1
"9614","No","2010 - 2014",388701,2,62,8699.12,285809,1
"9615","No","2010 - 2014",388703,2,52,5144.67,127071,1
"9616","No","2010 - 2014",388706,2,133,79500.4,2068043,1
"9617","No","2010 - 2014",388707,2,54,5472.94,118628,1
"9618","No","2010 - 2014",388713,1,13,157.46,4370,1
"9619","No","2010 - 2014",388773,2,18,1228.1,15394,1
"9620","No","2010 - 2014",388792,1,42,5370.07,101169,1
"9621","No","2010 - 2014",388806,2,77,12324.78,214134,1
"9622","No","2010 - 2014",388807,1,1,9.95,0,1
"9623","No","2010 - 2014",388821,1,8,95.3,2452,1
"9624","No","2010 - 2014",388835,1,4,41.22,1847,1
"9625","No","2010 - 2014",388840,1,2,0.91,89,1
"9626","No","2010 - 2014",388855,2,64,8358.51,100312,1
"9627","No","2010 - 2014",388857,2,4,7959.24,4386,1
"9628","Yes","2010 - 2014",388871,2,32,1154.04,26829,1
"9629","Yes","2010 - 2014",388885,1,42,1198.95,25610,1
"9630","No","2010 - 2014",388936,1,9,102.8,2958,1
"9631","No","2010 - 2014",388955,1,1,452.86,0,1
"9632","No","2010 - 2014",388958,1,2,2.73,291,1
"9633","Yes","2010 - 2014",388962,2,55,11009.16,241727,1
"9634","No","2010 - 2014",388971,2,54,4358.68,125615,2
"9635","No","2010 - 2014",388972,1,60,9466.63,165678,1
"9636","No","2010 - 2014",388975,1,71,1456.66,46297,1
"9637","No","2010 - 2014",388977,2,99,11390.99,96563,3
"9638","No","2010 - 2014",388989,1,74,2789.04,9502,1
"9639","No","2010 - 2014",388996,1,85,120522.83,534002.0666,1
"9640","No","2010 - 2014",389003,1,11,277.93,1054,1
"9641","No","2010 - 2014",389026,2,266,51308.43,642460,3
"9642","Yes","2010 - 2014",389106,2,42,20168.9,3,1
"9643","No","2010 - 2014",389134,3,98,15840.67,96136,1
"9644","No","2010 - 2014",389137,3,113,25504.9,153303,1
"9645","No","2010 - 2014",389144,3,106,5804.18,135172,3
"9646","No","2010 - 2014",389175,1,28,1058.3,9099,1
"9647","No","2010 - 2014",389189,4,45,9175.18,51813,2
"9648","No","2010 - 2014",389250,5,65,3878.03,11753,1
"9649","No","2010 - 2014",389251,5,111,26451.48,54356,1
"9650","No","2010 - 2014",389252,1,17,72.97,1094,1
"9651","No","2010 - 2014",389254,2,13,8135.29,1158,1
"9652","No","2010 - 2014",389285,1,16,1597.48,21280,1
"9653","No","2010 - 2014",389329,2,43,2748.79,4084,1
"9654","No","2010 - 2014",389374,4,369,594249.52,24781652,3
"9655","No","2010 - 2014",389401,1,48,91112.82,433541,1
"9656","No","2010 - 2014",389402,1,1,0.79,24,1
"9657","No","2010 - 2014",389408,1,4,8.76,0,1
"9658","No","NA",389431,1,33,1383.12,2703,1
"9659","No","NA",389434,1,6,2184,0,1
"9660","No","NA",389435,3,151,157961.57,126946,1
"9661","No","NA",389460,1,9,512.66,375,1
"9662","No","2000 - 2004",389484,1,2,110917.68,0,1
"9663","No","2000 - 2004",389486,2,27,123879.16,17806,2
"9664","No","2000 - 2004",389509,1,27,20508.2,0,1
"9665","No","2000 - 2004",389515,1,3,2288.4,1600,1
"9666","No","2005 - 2009",389532,1,9,3477.64,0,2
"9667","No","2005 - 2009",389548,1,3,2227.13,2124,2
"9668","No","2005 - 2009",389599,1,114,3321.39,57845,1
"9669","No","2005 - 2009",389626,2,26,806.76,1121,1
"9670","No","2005 - 2009",389662,1,1,0.15,8,1
"9671","No","2005 - 2009",389684,3,23,28171.49,0,1
"9672","No","2005 - 2009",389712,1,2,4.21,4,1
"9673","No","2005 - 2009",389751,2,10,23372.35,0,1
"9674","No","2005 - 2009",389757,1,62,1496214.9,10854,1
"9675","No","2005 - 2009",389777,1,9,147.65,226,1
"9676","No","2005 - 2009",389783,1,3,765,0,3
"9677","No","2010 - 2014",389796,2,52,14485.45,20876,1
"9678","No","2010 - 2014",389818,1,10,637.72,268,1
"9679","No","2010 - 2014",389884,1,13,7037.5,0,1
"9680","No","2010 - 2014",389925,1,19,79.35,995,1
"9681","No","2010 - 2014",390055,2,70,6111.58,19544,1
"9682","No","2010 - 2014",390058,1,18,406.06,1559,1
"9683","No","2010 - 2014",390061,1,47,2685.36,50504,1
"9684","No","2010 - 2014",390088,1,17,297.84,0,1
"9685","Yes","2010 - 2014",390096,1,17,0,0,1
"9686","No","2010 - 2014",390135,1,17,884.52,24370,1
"9687","No","2010 - 2014",390148,2,85,14644.07,123990,2
"9688","No","2010 - 2014",390197,1,15,150.48,829,1
"9689","No","2010 - 2014",390231,1,61,4961.11,92821,1
"9690","No","2010 - 2014",390239,2,132,20542.14,499010,3
"9691","No","2010 - 2014",390265,3,24,664.28,5155,1
"9692","No","2010 - 2014",390287,1,41,875.89,35524,2
"9693","No","2010 - 2014",390307,2,11,97.34,2122,1
"9694","No","2010 - 2014",390342,4,285,39152.47,422331,1
"9695","No","2010 - 2014",390381,1,12,118.24,2701,1
"9696","No","2010 - 2014",390382,1,86,36284.27,417568,1
"9697","No","2010 - 2014",390393,2,84,39161.72,796038,5
"9698","No","2010 - 2014",390397,1,53,8506.81,169447,1
"9699","No","2010 - 2014",390406,1,103,31540.9,732243,1
"9700","No","2010 - 2014",390408,1,42,1189.33,13918,1
"9701","No","2010 - 2014",390411,1,51,1254.33,42353,1
"9702","No","2010 - 2014",390417,2,35,2899.63,67311,1
"9703","No","2010 - 2014",390418,1,43,5907.22,76409,2
"9704","No","2010 - 2014",390420,1,34,8139.09,86937,1
"9705","No","2010 - 2014",390422,1,49,10447.68,141463,1
"9706","No","2010 - 2014",390429,1,57,3587.26,70918,1
"9707","No","2010 - 2014",390430,2,116,101078.88,2480143,1
"9708","No","2010 - 2014",390431,1,51,25477.28,922851,1
"9709","No","2010 - 2014",390433,1,38,5842.02,212120,1
"9710","No","2010 - 2014",390438,2,66,34515.3,737619,1
"9711","No","2010 - 2014",390440,1,34,2360.52,58478,1
"9712","No","2010 - 2014",390442,1,41,8383.46,285970,1
"9713","No","2010 - 2014",390443,1,34,2612.15,85288,2
"9714","No","2010 - 2014",390445,2,46,55260.24,1622681,1
"9715","No","2010 - 2014",390447,1,16,110.08,4020,1
"9716","No","2010 - 2014",390453,1,10,173.43,1160,3
"9717","No","2010 - 2014",390454,2,59,6354.81,52065,19
"9718","No","2010 - 2014",390455,2,55,6820.4,100934,1
"9719","No","2010 - 2014",390456,2,68,13295.8,117269,1
"9720","No","2010 - 2014",390460,1,51,12286.96,100109,1
"9721","No","2010 - 2014",390461,1,22,730.12,3034,4
"9722","No","2010 - 2014",390482,1,7,51.72,406,1
"9723","No","2010 - 2014",390510,1,3,3.35,25,1
"9724","No","2010 - 2014",390516,1,14,90.75,1815,1
"9725","No","2010 - 2014",390521,1,16,164.6,23511,1
"9726","No","2010 - 2014",390526,1,10,520.17,3383,1
"9727","No","2010 - 2014",390546,1,21,2003.84,4526,1
"9728","No","2010 - 2014",390550,2,43,6484.29,160737,1
"9729","No","2010 - 2014",390561,1,38,323.36,1737,1
"9730","Yes","2010 - 2014",390567,3,73,5530.65,52351,1
"9731","No","2010 - 2014",390580,1,43,4330.21,62069,1
"9732","Yes","2010 - 2014",390593,1,21,275.79,6108,1
"9733","Yes","2010 - 2014",390596,1,31,2128.65,46139,1
"9734","Yes","2010 - 2014",390601,1,51,18559.39,398035,1
"9735","No","2010 - 2014",390617,1,7,16000,0,1
"9736","No","2010 - 2014",390645,1,11,374.39,3845,1
"9737","No","2010 - 2014",390646,1,32,156.71,1837,1
"9738","No","2010 - 2014",390676,2,13,2729.86,32218,1
"9739","No","2010 - 2014",390682,4,148,42858.55,291166,1
"9740","No","2010 - 2014",390692,1,1,2.19,0,1
"9741","No","2010 - 2014",390693,1,77,2890.43,29481,1
"9742","No","2010 - 2014",390709,1,150,98241.53,399497,1
"9743","No","2010 - 2014",390733,2,54,4373.56,90310,1
"9744","No","2010 - 2014",390735,2,42,779.26,50436,1
"9745","No","2010 - 2014",390736,2,103,8084.62,396020,7
"9746","No","2010 - 2014",390742,2,71,1646.35,86588,3
"9747","No","2010 - 2014",390744,2,79,378.88,24811,1
"9748","No","2010 - 2014",390746,2,31,396.74,9595,1
"9749","No","2010 - 2014",390758,2,10,225.36,1273,1
"9750","No","2010 - 2014",390789,2,42,4771.43,70773,1
"9751","No","2010 - 2014",390811,3,271,83391.66,2303672.683,1
"9752","No","2010 - 2014",390828,1,49,785.31,4936,1
"9753","No","2010 - 2014",390830,1,12,105.91,966,1
"9754","No","2010 - 2014",390838,2,18,1085.05,11231,1
"9755","No","2010 - 2014",390841,1,49,498.54,9414,1
"9756","No","2010 - 2014",390842,2,36,711.95,11153,1
"9757","No","2010 - 2014",390854,1,20,20596.27,500196,1
"9758","No","2010 - 2014",390865,1,85,8638.53,43896,1
"9759","No","2010 - 2014",390871,3,235,27013.52,804558,1
"9760","No","2010 - 2014",390933,3,103,22297.67,163097,1
"9761","No","2010 - 2014",390936,3,120,1014.26,48983,1
"9762","No","2010 - 2014",390939,2,63,73531.89,695067,3
"9763","No","2010 - 2014",390961,1,28,265.34,1270,1
"9764","No","2010 - 2014",390965,1,20,153.65,5897,1
"9765","No","2010 - 2014",390967,1,18,2448.48,69960,1
"9766","No","2010 - 2014",390969,1,34,3045.47,140193,1
"9767","No","2010 - 2014",390976,1,34,9983.12,194710,1
"9768","No","2010 - 2014",390980,1,37,15303.99,530611,2
"9769","No","2010 - 2014",390981,1,3,31.49,2111,1
"9770","No","2010 - 2014",390983,1,35,1338.59,65945,1
"9771","No","2010 - 2014",390984,1,45,3916.92,273066,1
"9772","No","2010 - 2014",390987,2,46,38371.05,1606212,1
"9773","No","2010 - 2014",390995,1,37,8832.45,32649,1
"9774","No","2010 - 2014",390998,1,51,14715.72,157906,4
"9775","No","2010 - 2014",391001,1,51,5810.43,31519,1
"9776","No","2010 - 2014",391003,1,18,3697.49,7270,1
"9777","No","2010 - 2014",391007,1,7,363.15,1924,1
"9778","No","2010 - 2014",391008,1,27,11954.81,36122,1
"9779","No","2010 - 2014",391011,1,34,2022.48,48062,1
"9780","No","2010 - 2014",391016,1,22,197.72,4943,1
"9781","No","2010 - 2014",391023,1,12,45.21,2113,1
"9782","No","2010 - 2014",391025,1,42,3199.9,285333,2
"9783","No","2010 - 2014",391069,1,44,3850.43,48473,1
"9784","No","2010 - 2014",391072,1,75,151527,1424959,17
"9785","No","2010 - 2014",391091,1,1,4.66,198,1
"9786","No","2010 - 2014",391095,1,34,3851.65,284549,1
"9787","No","2010 - 2014",391096,1,18,85.25,3749,1
"9788","No","2010 - 2014",391097,1,6,5.69,339,1
"9789","No","2010 - 2014",391098,1,1,0.9,66,1
"9790","No","2010 - 2014",391101,1,35,1240.97,54110,1
"9791","No","2010 - 2014",391112,1,47,1658.69,59833,1
"9792","No","2010 - 2014",391113,1,48,7391.52,394997,1
"9793","No","2010 - 2014",391114,1,8,25.18,1747,1
"9794","No","2010 - 2014",391116,1,34,1495.37,42635,1
"9795","No","2010 - 2014",391117,1,39,6119.46,255035,1
"9796","No","2010 - 2014",391128,1,4,38.11,267,1
"9797","No","2010 - 2014",391139,1,34,4758,149708,1
"9798","No","2010 - 2014",391148,1,9,151.3,187,1
"9799","No","2010 - 2014",391149,1,34,544.64,32860,1
"9800","No","2010 - 2014",391153,1,66,11287.39,1126948,7
"9801","No","2010 - 2014",391157,1,34,1452.32,90874,1
"9802","No","2010 - 2014",391166,2,51,2199.69,33781,1
"9803","No","2010 - 2014",391175,1,35,2270.89,100505,1
"9804","No","2010 - 2014",391177,1,1,1173.33,0,1
"9805","No","2010 - 2014",391178,1,6,37.51,1670,1
"9806","No","2010 - 2014",391181,1,34,439.12,24038,1
"9807","No","2010 - 2014",391183,1,34,1045.47,53775,1
"9808","No","2010 - 2014",391188,2,86,3360.53,107130,1
"9809","No","2010 - 2014",391191,1,49,1209.91,18536,1
"9810","No","2010 - 2014",391201,1,13,325.04,11197,1
"9811","No","2010 - 2014",391213,3,95,21577.86,358895,1
"9812","No","2010 - 2014",391229,2,46,13280.84,335481,1
"9813","No","2010 - 2014",391244,3,64,26254.62,1931830,1
"9814","No","2010 - 2014",391246,3,101,32592.75,130906,1
"9815","No","2010 - 2014",391256,2,30,1858.34,1061,1
"9816","No","2010 - 2014",391323,2,57,5183.61,174142,1
"9817","No","2010 - 2014",391340,2,42,82065.67,3860450,3
"9818","No","2010 - 2014",391391,1,1,0.02,2,1
"9819","No","2010 - 2014",391399,1,61,1435.65,24220,2
"9820","No","2010 - 2014",391427,3,106,24181.23,268400,1
"9821","No","2010 - 2014",391466,5,508,1358046.49,5212187,11
"9822","Yes","2010 - 2014",391491,1,20,1740.41,121,1
"9823","No","2010 - 2014",391502,1,23,887.32,5687,1
"9824","No","2010 - 2014",391518,3,86,80927.96,522192,1
"9825","No","2010 - 2014",391546,1,2,1060,0,1
"9826","No","2010 - 2014",391564,1,55,5166.87,108783,1
"9827","No","2010 - 2014",391566,1,43,995.34,10693,1
"9828","No","2010 - 2014",391584,1,12,112.98,4186,1
"9829","No","2010 - 2014",391613,6,489,142711.17,5335695.433,1
"9830","No","2010 - 2014",391650,7,487,1660429.49,18987901,8
"9831","No","2010 - 2014",391737,1,34,664.48,34582,1
"9832","No","2010 - 2014",391741,1,35,3594.05,92554,1
"9833","No","2010 - 2014",391742,1,24,455.85,10817,1
"9834","No","2010 - 2014",391743,1,38,7241.26,240281,1
"9835","No","2010 - 2014",391744,1,54,15110.3,492289,1
"9836","No","2010 - 2014",391756,1,10,190.02,5422,2
"9837","No","2010 - 2014",391771,1,18,2121.04,55771,1
"9838","No","2010 - 2014",391772,1,54,1130.49,18857,1
"9839","No","2010 - 2014",391773,1,24,4210.54,334669,1
"9840","No","2010 - 2014",391787,2,44,10220.23,20600,1
"9841","No","2010 - 2014",391788,1,34,319.59,45753,1
"9842","No","2010 - 2014",391793,1,30,30.12,4295,1
"9843","No","2010 - 2014",391797,1,11,30.86,4369,1
"9844","Yes","2010 - 2014",391805,1,6,64.47,2442,1
"9845","No","2010 - 2014",391808,1,3,4.56,298,1
"9846","No","2010 - 2014",391809,1,35,2030.7,92170,1
"9847","No","2010 - 2014",391810,1,28,2629.45,15666,1
"9848","No","2010 - 2014",391811,1,20,124.55,4738,1
"9849","No","2010 - 2014",391814,1,19,101.37,6026,1
"9850","No","2010 - 2014",391815,1,32,1072.2,49089,1
"9851","No","2010 - 2014",391827,1,52,2109.44,42672,5
"9852","No","2010 - 2014",391830,3,79,20488.72,140394,2
"9853","No","2010 - 2014",391835,1,34,268.99,10916,1
"9854","No","2010 - 2014",391836,1,62,362.43,2833,1
"9855","No","2010 - 2014",391837,2,36,3334.16,71489,1
"9856","No","2010 - 2014",391839,1,42,1068.13,50455,1
"9857","No","2010 - 2014",391846,2,89,24402.1,9341,1
"9858","No","2010 - 2014",391915,1,1,9866.64,0,1
"9859","No","2010 - 2014",391918,2,70,9592.61,91794,1
"9860","No","2010 - 2014",391943,2,20,558.11,12270,1
"9861","No","2010 - 2014",392001,3,81,11648.23,123252,1
"9862","No","2010 - 2014",392002,3,58,70919.33,944102,1
"9863","No","2010 - 2014",392004,4,122,13218.34,114015,1
"9864","No","2010 - 2014",392013,2,17,1108.74,5195,1
"9865","No","2010 - 2014",392041,3,155,35712.08,209579,1
"9866","No","2010 - 2014",392113,1,28,970.79,5963,1
"9867","No","2010 - 2014",392115,1,67,38672.18,222168,1
"9868","No","2010 - 2014",392118,2,92,25121.4,238130,1
"9869","No","2010 - 2014",392123,1,43,2788.19,68152,1
"9870","No","2010 - 2014",392125,1,54,841.83,10130,1
"9871","No","2010 - 2014",392139,1,20,4333.19,39493,1
"9872","No","2010 - 2014",392186,2,19,715.74,12005,1
"9873","No","2010 - 2014",392191,1,34,1635.75,54525,1
"9874","No","2010 - 2014",392214,1,33,4361.95,45761,1
"9875","No","2010 - 2014",392217,2,38,3408.47,156050,6
"9876","No","2010 - 2014",392218,2,50,2210.19,34491,1
"9877","No","2010 - 2014",392219,1,34,332.18,3371,1
"9878","No","2010 - 2014",392221,2,63,22859.61,235707,16
"9879","No","2010 - 2014",392224,1,1,0.16,6,1
"9880","No","2010 - 2014",392235,2,21,31045.36,276553,1
"9881","No","2010 - 2014",392243,2,147,15444.58,393570,1
"9882","No","2010 - 2014",392245,1,31,294.61,11461,1
"9883","No","2010 - 2014",392247,2,11,20.57,469,1
"9884","No","2010 - 2014",392273,1,14,600.42,0,1
"9885","No","2010 - 2014",392279,1,32,214.93,6924,1
"9886","No","2010 - 2014",392284,2,49,2371.06,41388,1
"9887","No","2010 - 2014",392291,2,50,8083.28,21547,2
"9888","No","2010 - 2014",392318,1,31,72180.24,405729,1
"9889","No","2010 - 2014",392320,3,5,16.14,282,1
"9890","No","2010 - 2014",392327,1,11,24.3,1112,1
"9891","Yes","2010 - 2014",392336,1,15,1600.33,2720,1
"9892","No","2010 - 2014",392337,2,50,2603.35,63444,1
"9893","No","2010 - 2014",392340,1,42,4416.46,27888,1
"9894","No","2010 - 2014",392416,5,207,91816.29,2763886,1
"9895","No","2010 - 2014",392418,3,197,122972.47,5630250,1
"9896","No","2010 - 2014",392427,2,74,5962.3,78434,1.70087613981261
"9897","No","2010 - 2014",392429,3,122,112645.2,3742082,1
"9898","No","2010 - 2014",392430,3,117,28646.43,581523,1
"9899","Yes","2010 - 2014",392432,2,21,499.62,12604,1
"9900","No","2010 - 2014",392443,1,28,981.51,7091,1
"9901","Yes","2010 - 2014",392444,1,3,7.63,1,1
"9902","No","2010 - 2014",392446,1,40,1690.2,77387,2
"9903","No","2010 - 2014",392458,1,34,1601.65,47328,1
"9904","No","2010 - 2014",392461,1,37,5284.57,45520,1
"9905","No","2010 - 2014",392462,1,25,1047.22,6804,1
"9906","No","2010 - 2014",392467,2,23,324060,0,1
"9907","No","2010 - 2014",392469,1,37,1993.49,47667,1
"9908","No","2010 - 2014",392519,1,38,689.39,17673,1
"9909","No","2010 - 2014",392532,1,98,2273.07,14993,1
"9910","No","2010 - 2014",392547,1,25,317.68,2333,1
"9911","No","2010 - 2014",392550,2,35,600.78,11284,3
"9912","No","2010 - 2014",392551,1,4,326.35,2038,1.70087613981261
"9913","Yes","2010 - 2014",392556,3,118,19077.83,221758,1
"9914","No","2010 - 2014",392567,3,64,9215.42,259625,1
"9915","Yes","2010 - 2014",392568,1,18,249.41,1507,1
"9916","No","2010 - 2014",392591,1,1,13062.06,0,1
"9917","No","2010 - 2014",392662,1,3,20.19,97,1
"9918","No","2010 - 2014",392667,1,17,49.62,7010,1
"9919","No","2010 - 2014",392691,1,42,1632.52,11482,1
"9920","No","2010 - 2014",392694,3,82,21408.54,124656,1
"9921","Yes","2010 - 2014",392702,1,76,3467.46,17199,1
"9922","No","2010 - 2014",392746,1,17,1224,0,1
"9923","No","2010 - 2014",392749,2,31,98.67,12449,1
"9924","No","2010 - 2014",392775,1,1,19.96,455,1
"9925","No","2010 - 2014",392784,3,56,2189.1,17688,1
"9926","No","2010 - 2014",392786,1,2,9.94,194,1
"9927","No","2010 - 2014",392788,2,68,2533.83,14844,1
"9928","No","2010 - 2014",392800,2,117,11083.55,187515,1
"9929","No","2010 - 2014",392806,1,81,3359.73,23639,1
"9930","No","2010 - 2014",392829,1,3,174.28,157,1
"9931","No","2010 - 2014",392838,1,1,4945.22,0,1
"9932","No","2010 - 2014",392905,2,37,876.86,40146,1
"9933","No","2010 - 2014",392908,2,89,13172.11,161298,1
"9934","No","2010 - 2014",392916,1,38,340.28,2921,1
"9935","No","2010 - 2014",392924,1,7,41,1420,1
"9936","No","2010 - 2014",392973,2,9,1598.46,1004,1
"9937","No","2010 - 2014",393075,1,45,11198.3,160260,2
"9938","No","2010 - 2014",393089,3,87,23081.72,426746,1
"9939","No","2010 - 2014",393090,3,67,4416.99,83541,2
"9940","Yes","2010 - 2014",393091,3,55,4166.74,78340,1
"9941","Yes","2010 - 2014",393095,2,5,5.33,244,2
"9942","No","2010 - 2014",393096,3,68,9785.95,178161,11
"9943","No","2010 - 2014",393097,2,11,331.35,5582,1
"9944","No","2010 - 2014",393098,5,78,29479.51,194188,1.70087613981261
"9945","No","2010 - 2014",393099,3,41,2827.31,50033,1
"9946","No","2010 - 2014",393100,6,247,275212.58,2336532,1
"9947","No","2010 - 2014",393101,3,96,57319.82,1023282,1.70087613981261
"9948","No","2010 - 2014",393151,2,140,18656.16,303352,2
"9949","No","2010 - 2014",393185,2,8,67.27,445,1
"9950","No","2010 - 2014",393198,2,38,3653.73,1465,5
"9951","No","2010 - 2014",393216,1,2,1.66,27,1
"9952","Yes","2010 - 2014",393222,1,3,146.4,0,1
"9953","No","2010 - 2014",393224,2,24,139.36,1298,1
"9954","No","2010 - 2014",393286,1,15,90.91,523,1
"9955","No","2010 - 2014",393288,3,122,9281.24,287215,1
"9956","Yes","2010 - 2014",393292,1,9,19.71,0,1
"9957","No","2010 - 2014",393293,1,7,209.87,1421,1
"9958","No","2010 - 2014",393319,2,44,29793.79,12763,1
"9959","No","2010 - 2014",393331,2,131,46273.27,236303,1
"9960","No","2010 - 2014",393333,4,277,254361.43,5539220,4
